지점,지점명,일시,평균기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),평균지면온도(°C)
203,이천,May-26,,,12.5,,,
211,인제,May-22,16.5,59,9,1.6,4.3,22.2
211,인제,Jun-22,21,75,356.3,1.8,7.2,24.8
211,인제,Jul-22,24.9,82,151.2,1.2,6.8,29
211,인제,Aug-22,23.9,84,460.1,1.4,7.3,26.4
211,인제,Sep-22,19,79,227.1,1.4,6,22.7
211,인제,Oct-22,11.6,79,114.9,1.2,6,14.2
211,인제,Nov-22,7.4,72,61.8,1.1,4,8.2
211,인제,Dec-22,-4.8,63,5.4,1.3,3.7,-1.3
211,인제,Jan-23,-4.6,70,43.4,1.1,3.8,-1.2
211,인제,Feb-23,-0.3,65,0.9,1.2,3.6,0.9
211,인제,Mar-23,7.4,55,18.3,1.4,3.3,9.5
211,인제,Apr-23,12,62,83.8,1.7,5.2,14.4
211,인제,May-23,17,66,104.8,1.5,5.4,21.9
211,인제,Jun-23,21.7,74,229,1.3,5.7,26.5
211,인제,Jul-23,25.4,83,245.1,1.3,6.6,28.6
211,인제,Aug-23,25.1,81,219.8,1.1,7,30.5
211,인제,Sep-23,20.9,82,128.8,1.1,6.4,24.8
211,인제,Oct-23,12.3,80,6.7,1,4.9,15.5
211,인제,Nov-23,5.6,65,84.9,1.6,3.4,7.2
211,인제,Dec-23,-1,73,60.1,1.6,4.5,0.9
211,인제,Jan-24,-2.1,69,6.8,1.5,3.7,-0.5
211,인제,Feb-24,1.2,76,48.4,1.5,6.7,2.6
211,인제,Mar-24,4.8,61,38.3,1.7,4.6,6.4
211,인제,Apr-24,13.8,63,19.9,1.7,4.6,16.3
211,인제,May-24,16.3,68,92.4,1.5,4.3,21.2
211,인제,Jun-24,22.2,70,159,1.2,4,27.6
211,인제,Jul-24,25.4,83,321.6,1.8,7.3,26.9
211,인제,Aug-24,27,79,61.1,1.3,4.5,30.5
211,인제,Sep-24,22,81,227,1.3,6.1,25
211,인제,Oct-24,13.8,82,89.5,1.1,5.6,16.2
211,인제,Nov-24,7.5,73,24.7,1.3,4.5,8.8
211,인제,Dec-24,-1.9,61,5.4,1.5,3.1,-1
211,인제,Jan-25,-4.1,69,15,1.3,4.5,-2
211,인제,Feb-25,-3.8,56,1.6,1.5,2.3,-1.8
211,인제,Mar-25,4.7,64,47,1.7,4.8,5
211,인제,Apr-25,11.7,60,86.6,1.7,4.1,13.2
211,인제,May-25,15,71,70.8,1.5,5.6,17.6
211,인제,Jun-25,21.9,71,69,1.4,5.8,25.9
211,인제,Jul-25,25.4,79,183.6,1.3,5.6,29.3
211,인제,Aug-25,25.7,81,214.4,1.2,6.5,
211,인제,Sep-25,20.2,83,340.8,1.3,6.5,23.1
211,인제,Oct-25,14,81,123.8,1.6,6.9,16.2
211,인제,Nov-25,5.9,67,19,1.3,3.1,7.2
211,인제,Dec-25,-0.4,66,31.2,1.4,4.7,1.2
211,인제,Jan-26,-5.8,59,13.7,1.4,3.6,-2.9
211,인제,Feb-26,0,60,2.8,1.6,3.6,1.2
211,인제,Mar-26,5.3,63,31.4,1.5,4.4,7.4
211,인제,Apr-26,12.6,58,53.1,1.8,4.4,15.9
211,인제,May-26,,,35.4,,,
212,홍천,May-22,17.1,57,10.9,1.3,4.3,22.7
212,홍천,Jun-22,21.9,72,301,1.3,6.5,25
212,홍천,Jul-22,25.5,80,226.8,1,6.7,28.1
212,홍천,Aug-22,24.3,83,595.4,0.9,7.3,26.8
212,홍천,Sep-22,19.5,77,242.9,1,6.1,23
212,홍천,Oct-22,11.9,78,143.1,0.8,5.5,14.4
212,홍천,Nov-22,6.8,74,41.5,0.7,4.2,7
212,홍천,Dec-22,-5.5,68,7.6,0.9,3.6,-2.4
212,홍천,Jan-23,-4.4,72,49.9,0.7,3,-1.9
212,홍천,Feb-23,0.2,63,1,0.7,3.4,0.9
212,홍천,Mar-23,8,52,8.9,1,3.3,9
212,홍천,Apr-23,12.4,60,59.8,1.1,5.2,14.1
212,홍천,May-23,17.7,64,135,1.1,5.3,21.9
212,홍천,Jun-23,22.3,73,164.9,1.1,5.6,26.1
212,홍천,Jul-23,25.5,83,452,0.9,6.5,27.4
212,홍천,Aug-23,25.7,80,144.6,1,6.7,28.8
212,홍천,Sep-23,21.5,82,154,0.8,6.2,24.2
212,홍천,Oct-23,12.3,80,35.3,0.7,4.7,15.1
212,홍천,Nov-23,4.9,69,89.9,1,3.4,5.7
212,홍천,Dec-23,-1.1,74,97.1,0.8,4,-0.1
212,홍천,Jan-24,-2.2,72,11.6,0.7,3.4,-1.3
212,홍천,Feb-24,2,76,71,0.7,6.4,2.6
212,홍천,Mar-24,5.3,60,35,1,4.2,6.4
212,홍천,Apr-24,14.8,60,38.3,1.1,4.7,16.2
212,홍천,May-24,17.1,66,99.5,1.1,4.1,21.2
212,홍천,Jun-24,22.8,68,135.9,1.1,4.2,27.6
212,홍천,Jul-24,25.6,83,423.2,1,7.2,26.9
212,홍천,Aug-24,27.5,78,106.9,1,4.3,30.6
212,홍천,Sep-24,23.1,80,171.4,0.9,6,25.8
212,홍천,Oct-24,14.1,81,106.2,0.7,5.7,16.7
212,홍천,Nov-24,7.2,75,43.3,0.6,4.1,7.9
212,홍천,Dec-24,-1.9,65,2.4,0.8,3.1,-1.8
212,홍천,Jan-25,-3.5,69,9.9,0.6,4.4,-1.9
212,홍천,Feb-25,-3.3,56,2.7,1.1,2.4,-0.9
212,홍천,Mar-25,6.1,60,36.2,1.1,5,6.2
212,홍천,Apr-25,12.5,60,73.1,1.1,4,14.2
212,홍천,May-25,16.1,71,125.7,1,5.3,18.2
212,홍천,Jun-25,22.9,72,77.7,1,5.8,25.7
212,홍천,Jul-25,26.8,77,220.7,0.9,5.7,29.7
212,홍천,Aug-25,26.5,80,181.5,0.9,6.3,29
212,홍천,Sep-25,21.4,83,356.8,0.8,7,23.6
212,홍천,Oct-25,14.9,82,151.8,0.7,6.7,16.6
212,홍천,Nov-25,5.9,,20.1,0.8,3,6.3
212,홍천,Dec-25,-0.9,66,31.6,0.7,4.4,0
212,홍천,Jan-26,-5.3,51,8,1.1,3.6,-1.2
212,홍천,Feb-26,0.4,53,3.8,0.9,3.4,3.7
212,홍천,Mar-26,6.4,54,36.2,0.9,4,8.6
212,홍천,Apr-26,13.4,52,39.6,1,4.6,15.7
212,홍천,May-26,,,19.6,,,
216,태백,May-22,14.9,53,10.2,1.5,4.1,19.2
216,태백,Jun-22,18.7,76,187.9,1.8,6.6,22.5
216,태백,Jul-22,22.4,83,156.6,1.1,7,26.8
216,태백,Aug-22,21.7,82,270.2,1.3,7.4,24.5
216,태백,Sep-22,16.2,80,190.8,1.3,6.4,19.8
216,태백,Oct-22,9.5,77,69.7,1.1,5.8,12.4
216,태백,Nov-22,5.9,65,65,1,4.1,7.1
216,태백,Dec-22,-5.6,55,5,1.4,3.4,-1.7
216,태백,Jan-23,-4.4,56,17.2,1.2,3.4,-2.1
216,태백,Feb-23,-1.7,61,6.6,1.2,4.5,-0.9
216,태백,Mar-23,5.9,52,26.3,1.3,4,6.8
216,태백,Apr-23,9.5,55,49.1,1.6,4.6,13.1
216,태백,May-23,14.5,66,130.5,1.4,5.6,19.9
216,태백,Jun-23,19.4,72,255,1.3,5.9,24.2
216,태백,Jul-23,23,81,267.2,1.4,6.9,25.5
216,태백,Aug-23,22.6,85,356.9,1.3,6.8,25.5
216,태백,Sep-23,18.2,86,228.9,1.1,6.5,21.3
216,태백,Oct-23,10.3,73,16.9,1,4.1,11.6
216,태백,Nov-23,4.5,56,49.5,1.6,3.2,3.5
216,태백,Dec-23,-1.9,66,121.7,1.4,3.7,-1.4
216,태백,Jan-24,-3.7,64,16.1,1.4,2.9,-2.5
216,태백,Feb-24,-1.2,80,89,1.3,6.8,-0.9
216,태백,Mar-24,2.3,61,47.7,1.6,4.6,1.9
216,태백,Apr-24,11.8,62,52.8,1.3,5.1,12.6
216,태백,May-24,14.8,62,80.9,1.6,4.4,17.4
216,태백,Jun-24,20.2,65,113.1,1.2,4.8,23.4
216,태백,Jul-24,23.9,77,303.6,1.8,7.1,24.6
216,태백,Aug-24,24.4,80,144.1,1.4,5.3,26.7
216,태백,Sep-24,20.2,85,289.7,1.3,7.1,22.1
216,태백,Oct-24,11.9,82,149.8,1.2,6.3,12.8
216,태백,Nov-24,5.9,74,38.3,1.4,5.2,5.8
216,태백,Dec-24,-2.1,50,2.3,1.6,3.4,-2.9
216,태백,Jan-25,-4.2,60,23.3,1.5,4.5,-3.7
216,태백,Feb-25,-4.4,47,3.3,1.6,3.2,-2.2
216,태백,Mar-25,3.6,60,109.5,1.7,5.2,2
216,태백,Apr-25,10.6,53,43.6,1.8,4.3,11.8
216,태백,May-25,14,65,107.5,1.6,5.5,16.5
216,태백,Jun-25,20.9,67,73.4,1.4,6.1,23.8
216,태백,Jul-25,24.3,73,116.5,1.5,5.2,28
216,태백,Aug-25,24.4,74,43.4,1.4,5.8,27.2
216,태백,Sep-25,18.9,81,175.1,1.3,7.7,21.1
216,태백,Oct-25,12.2,86,277.4,1.2,7.7,14
216,태백,Nov-25,5.5,59,9.8,1.4,3,4.1
216,태백,Dec-25,-0.6,56,18.5,1.5,4,-1.5
216,태백,Jan-26,-5.4,45,14.1,1.6,3.7,-4.3
216,태백,Feb-26,-0.3,53,14.1,1.6,4.1,-0.9
216,태백,Mar-26,3.3,67,84.7,1.4,4.7,3.3
216,태백,Apr-26,11.1,52,53.2,1.6,4.8,12.2
216,태백,May-26,,,23.2,,,
217,정선군,May-22,16.7,51,10.2,1.7,4.2,23.4
217,정선군,Jun-22,21.5,66,278.9,1.5,6.5,26.8
217,정선군,Jul-22,25.1,77,233.2,0.7,6.9,28.9
217,정선군,Aug-22,23.6,81,463.3,1.2,7.6,25.6
217,정선군,Sep-22,18.9,74,97.3,1.2,6.6,20.8
217,정선군,Oct-22,11.6,74,90.6,1.1,6.3,14.3
217,정선군,Nov-22,6.7,66,58.8,1.2,3.9,7
217,정선군,Dec-22,-5,58,12.1,1.8,3.7,-1.3
217,정선군,Jan-23,-4.1,56,32.5,1.5,3.3,-2.3
217,정선군,Feb-23,0.2,50,3.7,1.4,4,1
217,정선군,Mar-23,7.6,48,14.1,1.7,3.5,8.1
217,정선군,Apr-23,11.1,56,48.1,2,4.7,14.8
217,정선군,May-23,16.3,65,128.3,1.4,5.7,21.4
217,정선군,Jun-23,21.2,71,181.6,1.3,5.6,26.1
217,정선군,Jul-23,24.9,81,378.2,1.1,7,27
217,정선군,Aug-23,25.4,78,255.2,1.2,6.9,28.3
217,정선군,Sep-23,20.8,79,175.5,1,6.5,
217,정선군,Oct-23,11.4,75,25.1,1.1,4.8,13.4
217,정선군,Nov-23,4.6,61,58.2,1.6,3.6,4.5
217,정선군,Dec-23,-2,66,99.2,1.4,4.1,-1.5
217,정선군,Jan-24,-2.9,64,14.1,1.4,3.3,-3.1
217,정선군,Feb-24,0,73,80.7,1,6.9,-0.5
217,정선군,Mar-24,4.1,57,50.2,1.6,4.7,4.1
217,정선군,Apr-24,13.4,59,35.9,1.3,5.3,12.9
217,정선군,May-24,16.4,61,77,1.5,4.4,18.6
217,정선군,Jun-24,21.9,66,163.5,1.3,4.7,23.6
217,정선군,Jul-24,25.4,76,341,1.3,7.5,24.4
217,정선군,Aug-24,27,75,75.7,1.3,4.6,28.3
217,정선군,Sep-24,22.5,78,243.9,1.1,6.8,23.6
217,정선군,Oct-24,13.5,80,156.2,1,6.7,14.2
217,정선군,Nov-24,6.8,71,23.5,1.2,5.1,7.6
217,정선군,Dec-24,-1.5,52,3.2,1.7,3.4,-0.8
217,정선군,Jan-25,-4.2,61,19.8,1.3,4.6,-2.5
217,정선군,Feb-25,-4.1,48,3.2,1.8,2.6,-1.1
217,정선군,Mar-25,4.9,58,43.5,1.6,5.2,5.7
217,정선군,Apr-25,11.8,54,75.6,1.7,4.1,14.1
217,정선군,May-25,15.2,65,99.3,1.5,5.8,18.2
217,정선군,Jun-25,22.2,68,129.5,1.3,6.3,28
217,정선군,Jul-25,26.2,74,144.8,1.3,5.5,32.8
217,정선군,Aug-25,26.5,78,62.9,1.3,6,32
217,정선군,Sep-25,20.9,83,213.9,1.2,7.5,25.6
217,정선군,Oct-25,14.1,83,179.4,1,7.5,18
217,정선군,Nov-25,5.6,65,9.6,1.3,3.4,8.4
217,정선군,Dec-25,-0.8,61,23.4,1.5,4.6,1
217,정선군,Jan-26,-5.2,51,25.9,1.8,3.4,-3.7
217,정선군,Feb-26,-0.3,58,4.7,1.5,3.5,0.2
217,정선군,Mar-26,5.2,62,43.8,1.2,4.5,6.8
217,정선군,Apr-26,12.3,54,54,1.5,4.9,15.5
217,정선군,May-26,,,22.9,,,
221,제천,May-22,16.4,59,7.5,1.5,4.1,22.5
221,제천,Jun-22,21.3,76,273.9,1.3,6.4,24.8
221,제천,Jul-22,24.9,86,310.9,1.1,6.6,28.5
221,제천,Aug-22,23.4,90,485.3,1,7.4,25.7
221,제천,Sep-22,18.9,81,93.7,1.1,6.3,22.5
221,제천,Oct-22,11.2,83,87.1,0.9,5.3,13.2
221,제천,Nov-22,6.2,76,60,0.9,3.9,6.5
221,제천,Dec-22,-6.2,73,19.6,1.2,3.9,-1
221,제천,Jan-23,-4.5,73,32.6,1.2,3.3,-1.8
221,제천,Feb-23,-0.2,66,2.2,1.3,3.7,0.9
221,제천,Mar-23,7.1,57,14,1.4,3.5,9.3
221,제천,Apr-23,11.2,64,48.6,1.6,5.2,14.7
221,제천,May-23,16.9,67,167.1,1.3,5.6,23.1
221,제천,Jun-23,21.6,76,231.3,1.2,5.9,28
221,제천,Jul-23,24.5,89,605.3,0.9,6.8,28.4
221,제천,Aug-23,25,85,240.9,1.1,6.5,29.8
221,제천,Sep-23,20.9,86,234.6,1,6.3,24.4
221,제천,Oct-23,11.3,84,33.8,0.9,4.7,13.8
221,제천,Nov-23,4.7,72,49.8,1.5,3.7,5.4
221,제천,Dec-23,-1.3,76,105.5,1.4,4,-0.2
221,제천,Jan-24,-2.2,75,24.8,1.4,3.7,-1.2
221,제천,Feb-24,1.7,79,78.9,1.5,6.5,2.5
221,제천,Mar-24,4.9,63,52.2,1.8,4.3,6.1
221,제천,Apr-24,14,65,54.7,1.6,5.2,16.3
221,제천,May-24,16.4,70,128.7,1.4,4.1,21.3
221,제천,Jun-24,21.8,71,171.7,1.1,4.6,27.6
221,제천,Jul-24,24.7,88,467.8,1.2,7.2,28.2
221,제천,Aug-24,26.4,84,99.1,0.9,4.4,31.2
221,제천,Sep-24,22.6,84,195.6,1.1,5.8,25.5
221,제천,Oct-24,13.5,86,114.1,0.9,6,16.5
221,제천,Nov-24,6.8,80,42.1,1,4.4,9.2
221,제천,Dec-24,-1.8,66,3.1,1.4,3.6,-0.5
221,제천,Jan-25,-3.8,72,21.7,1.3,4.5,-1.9
221,제천,Feb-25,-4,62,6.9,1.8,2.6,-0.7
221,제천,Mar-25,5.4,64,51.4,1.7,5.1,6.2
221,제천,Apr-25,11.4,65,70.5,1.6,4,14.9
221,제천,May-25,15.4,75,140.3,1.4,5.4,18.9
221,제천,Jun-25,21.9,77,187.9,1.2,6.1,26
221,제천,Jul-25,25.5,82,216.6,,5.3,29.7
221,제천,Aug-25,25.4,86,108.4,,5.8,29.4
221,제천,Sep-25,20.9,87,251.5,1.1,7.4,23.8
221,제천,Oct-25,14.7,85,194.3,1.3,6.9,16.8
221,제천,Nov-25,5.4,73,14.6,1.3,2.9,7.3
221,제천,Dec-25,-1.2,73,22,1.4,4.4,-0.1
221,제천,Jan-26,-5.4,60,12.8,1.9,3.6,-3
221,제천,Feb-26,-0.5,65,4.6,1.6,3.8,0.7
221,제천,Mar-26,5.4,64,43.1,1.6,4,6.6
221,제천,Apr-26,12,60,58.4,1.7,5,15.4
221,제천,May-26,,,14.3,,,
226,보은,May-22,17.2,60,5.6,1.1,3.7,23.7
226,보은,Jun-22,22.2,75,98.3,1.4,6.2,26.2
226,보은,Jul-22,25.2,84,160.5,1.1,6.4,28.5
226,보은,Aug-22,24.3,87,391.9,1.1,7.3,26.1
226,보은,Sep-22,19.8,80,71.7,1.3,6.3,22.6
226,보은,Oct-22,12.4,79,89.7,1,5,15.3
226,보은,Nov-22,7.4,74,39.9,0.9,4.4,8.7
226,보은,Dec-22,-3.9,73,18,1.1,4.5,0
226,보은,Jan-23,-2.5,72,27.3,1.2,3.5,-0.4
226,보은,Feb-23,1.1,66,5.3,1.1,4,2.4
226,보은,Mar-23,8.3,55,25,1.3,3.6,9.7
226,보은,Apr-23,12.4,64,51.9,1.6,5,14.9
226,보은,May-23,17.4,70,146.4,1.2,5.6,21.7
226,보은,Jun-23,22.1,76,169.3,1.3,6,26.8
226,보은,Jul-23,24.8,88,796.9,1.1,6.9,26.8
226,보은,Aug-23,25.8,84,242.9,1.2,6.2,29
226,보은,Sep-23,21.4,86,243.2,0.9,6.4,23.7
226,보은,Oct-23,12.9,80,14.5,0.8,4.4,14.8
226,보은,Nov-23,6.2,73,39.6,1.4,3.7,7.7
226,보은,Dec-23,1,77,108.1,1.2,4,3.4
226,보은,Jan-24,-0.5,75,34.1,1.3,4.2,1.8
226,보은,Feb-24,3.3,78,79.6,1.2,6.4,4.4
226,보은,Mar-24,6.1,65,50.7,1.5,4.3,7.6
226,보은,Apr-24,14.9,66,45.8,1.3,5.2,16.6
226,보은,May-24,17,71,128.4,1.4,3.9,21.4
226,보은,Jun-24,22.1,72,70.1,1.1,4.6,28.6
226,보은,Jul-24,25.6,85,513.8,1.3,7,27.5
226,보은,Aug-24,27,81,47.6,1.1,4.1,31.5
226,보은,Sep-24,23.8,81,148.1,1,5.3,28.3
226,보은,Oct-24,14.5,86,99.4,0.9,6,16.7
226,보은,Nov-24,8.1,77,29.6,1,4.4,9.3
226,보은,Dec-24,0.1,70,5.6,1.2,4.7,1.7
226,보은,Jan-25,-1.7,71,13.7,1.1,4.5,0.4
226,보은,Feb-25,-1.8,63,10.1,1.7,3.4,1.2
226,보은,Mar-25,6.6,64,45.9,1.5,5,7.7
226,보은,Apr-25,12.5,64,59.4,1.5,4,15.1
226,보은,May-25,16.2,74,83.5,1.2,5.3,19.2
226,보은,Jun-25,22.4,76,225.8,1.1,5.9,26.1
226,보은,Jul-25,26.1,79,235.1,1.2,4.7,29.9
226,보은,Aug-25,26,84,90,0.9,5.6,29.1
226,보은,Sep-25,21.9,87,204.2,1,7.4,24.5
226,보은,Oct-25,15.5,87,204.2,0.9,6.6,17.9
226,보은,Nov-25,6.7,74,24.6,1,3.2,8.4
226,보은,Dec-25,0.5,73,27.3,1.1,4.2,2.5
226,보은,Jan-26,-3.3,60,4.9,1.5,3.3,-0.4
226,보은,Feb-26,0.7,64,11.7,1.2,3.6,2.1
226,보은,Mar-26,6.5,64,55.1,1.1,4.1,7.8
226,보은,Apr-26,13.2,60,62.9,1.3,5.3,15.2
226,보은,May-26,,,17.3,,,
232,천안,May-22,17.4,61,9.8,1.3,3.7,23.2
232,천안,Jun-22,22.5,77,168,1.5,6.2,26.7
232,천안,Jul-22,25.8,86,117,1.2,6.3,28.5
232,천안,Aug-22,24.7,89,366.6,1.1,6.9,26.4
232,천안,Sep-22,20.6,79,133.3,1.3,6.1,23.1
232,천안,Oct-22,12.9,81,98.2,1,4.8,15.1
232,천안,Nov-22,8,76,43.2,0.9,4.1,8.7
232,천안,Dec-22,-3.9,76,28.8,1,4.6,1.1
232,천안,Jan-23,-2.2,73,31,1.1,3.9,0.2
232,천안,Feb-23,1.2,67,3.1,1.2,3.6,2
232,천안,Mar-23,8.6,53,16.4,1.4,3.4,9
232,천안,Apr-23,12.9,64,29.6,1.6,5.2,15
232,천안,May-23,18,71,116.9,1.3,5.3,21.4
232,천안,Jun-23,22.6,76,178.9,1.3,5.6,26.7
232,천안,Jul-23,25.4,89,574.9,1.1,6.7,27.7
232,천안,Aug-23,26.2,81,196.5,1.2,6.3,30.3
232,천안,Sep-23,22.2,82,180.1,1.1,6.1,25.7
232,천안,Oct-23,13.7,78,28.7,0.9,4.3,16.7
232,천안,Nov-23,6.7,72,56.9,1.4,4,8.3
232,천안,Dec-23,1.2,77,89.5,1.3,4.5,3.2
232,천안,Jan-24,-0.7,75,34.9,1.2,4,1.5
232,천안,Feb-24,3.4,79,89.7,1.6,6.2,4.6
232,천안,Mar-24,6.4,63,41.3,1.7,4,9.3
232,천안,Apr-24,15.2,65,48.2,1.4,5,19
232,천안,May-24,17.2,70,107.7,1.3,3.9,21.9
232,천안,Jun-24,22.7,69,106.4,1.2,4.3,28
232,천안,Jul-24,25.9,85,509.9,1.3,6.8,27.7
232,천안,Aug-24,27.6,81,66.4,1,4.3,31.1
232,천안,Sep-24,24.4,81,318,1.2,5.6,27.1
232,천안,Oct-24,14.9,84,99.7,1,5.6,17
232,천안,Nov-24,8.5,76,39.5,0.9,4.4,9.4
232,천안,Dec-24,0.3,70,15.2,1,4.1,1.8
232,천안,Jan-25,-1.3,70,8,1.1,4.6,0.9
232,천안,Feb-25,-1.8,64,13.2,1.4,3.4,1.4
232,천안,Mar-25,7.2,62,49.5,1.8,4.7,7.8
232,천안,Apr-25,12.8,63,61.9,1.5,3.9,14.5
232,천안,May-25,16.5,73,78.2,1.3,5.2,19
232,천안,Jun-25,22.6,76,140.6,1.1,5.9,26.3
232,천안,Jul-25,26.7,80,404,1.2,4.8,30.3
232,천안,Aug-25,26.5,85,238.7,0.9,5.7,30.1
232,천안,Sep-25,22.3,87,237.4,1.1,7.2,25.2
232,천안,Oct-25,15.9,86,171.6,1.2,6.7,18.6
232,천안,Nov-25,7.4,73,18.3,1,3,9
232,천안,Dec-25,1.2,73,36.8,1.1,4.2,2.8
232,천안,Jan-26,-3.4,62,5.8,1.3,3.5,-0.2
232,천안,Feb-26,1.3,66,5.9,1.2,3.3,2.7
232,천안,Mar-26,6.7,65,58.8,1.3,3.9,8.4
232,천안,Apr-26,13.4,60,50.1,1.3,4.9,16.1
232,천안,May-26,,,12.1,,,
235,보령,May-22,17,63,5.7,1.8,3.7,22.7
235,보령,Jun-22,22.4,78,225,2.6,6.1,25.6
235,보령,Jul-22,26.2,81,119.7,1.3,6.1,30.2
235,보령,Aug-22,25.4,85,637.1,2.4,6.9,27.1
235,보령,Sep-22,21.9,74,102,1.5,6,23.8
235,보령,Oct-22,14.5,72,112,1.1,4.6,16.4
235,보령,Nov-22,10.6,67,23.3,1.3,4.7,11.2
235,보령,Dec-22,-0.3,66,14,1.4,6.2,2.5
235,보령,Jan-23,0.2,66,19.2,1.4,4.5,1.5
235,보령,Feb-23,2.1,63,0.4,1.2,4.1,3.9
235,보령,Mar-23,8.3,56,7.2,1.7,3.6,10.6
235,보령,Apr-23,12.7,65,42.4,1.8,5.2,15.6
235,보령,May-23,17.9,71,190.8,1.4,5.6,20.4
235,보령,Jun-23,21.8,80,95.1,1.5,6,26.8
235,보령,Jul-23,25.7,87,772.2,2.1,6.9,28.3
235,보령,Aug-23,26.8,80,107.8,1.2,5.7,31.8
235,보령,Sep-23,23.1,79,288.4,1.2,6.2,25.8
235,보령,Oct-23,15.9,72,25.5,1.1,4.1,18
235,보령,Nov-23,8.9,68,65.2,2.1,5.5,10.2
235,보령,Dec-23,3.6,74,112.5,1.8,6.8,5.8
235,보령,Jan-24,1.4,70,29.5,1.5,5.1,2.8
235,보령,Feb-24,4.6,76,92.6,1.7,6,5.5
235,보령,Mar-24,6.6,69,35.8,2,4.2,8.2
235,보령,Apr-24,14.3,71,48.8,1.5,5.3,16
235,보령,May-24,16.9,75,130.9,1.9,4,20.3
235,보령,Jun-24,22.2,76,89,1.6,4.8,27.3
235,보령,Jul-24,26.5,86,557.3,3.4,6.8,27.7
235,보령,Aug-24,28.6,81,149.7,1.8,3.9,31.9
235,보령,Sep-24,26.1,78,234.9,1.6,4.9,28
235,보령,Oct-24,17,77,58.3,1.6,5,18.1
235,보령,Nov-24,10.5,69,49,1.8,4.5,10.8
235,보령,Dec-24,2.9,68,18.5,1.8,5.7,3.1
235,보령,Jan-25,0.8,70,31.7,1.8,5.1,2
235,보령,Feb-25,-0.1,65,10,1.9,4.1,1.5
235,보령,Mar-25,7.4,66,49.5,2.6,4.5,9.3
235,보령,Apr-25,12,70,84,2.4,3.5,15.3
235,보령,May-25,16.5,76,76.7,2.2,5.3,19.2
235,보령,Jun-25,22.3,79,252.2,2.2,5.9,26.4
235,보령,Jul-25,27.9,77,279,2.2,4.8,31
235,보령,Aug-25,27.5,83,166.3,2,5.2,30.3
235,보령,Sep-25,23.7,82,399.1,1.8,7,25.2
235,보령,Oct-25,17.6,79,162.2,1.7,6.1,19
235,보령,Nov-25,10,69,18.2,1.8,3.4,10.3
235,보령,Dec-25,3.5,67,35.6,2.2,4.9,4.2
235,보령,Jan-26,-1.1,62,2,2.2,4.6,0.7
235,보령,Feb-26,2.8,66,8.4,2.1,3.8,3.8
235,보령,Mar-26,6.5,70,76,1.6,4.2,8.5
235,보령,Apr-26,12.8,65,56,1.7,5.3,15.8
235,보령,May-26,,,13.3,,,
236,부여,May-22,17.7,62,4,1.4,3.6,24.9
236,부여,Jun-22,23.1,77,123.4,1.7,6.1,27.1
236,부여,Jul-22,26.4,83,168.5,1.1,6.2,29.7
236,부여,Aug-22,25.4,86,615.6,1.4,7.1,27.9
236,부여,Sep-22,21.5,78,87,1.2,6.2,24.7
236,부여,Oct-22,13.7,78,103.7,,4.6,16.8
236,부여,Nov-22,9,75,36.4,0.9,4.6,10.4
236,부여,Dec-22,-1.9,73,17.8,1,4.8,0.4
236,부여,Jan-23,-1.1,72,35.7,1.1,3.8,0.7
236,부여,Feb-23,1.8,66,4.3,1.1,3.8,3.8
236,부여,Mar-23,8.7,58,13.2,1.2,3.4,11.7
236,부여,Apr-23,13.2,65,60.6,1.5,4.9,16.5
236,부여,May-23,18.4,72,248.1,1.2,5.5,23
236,부여,Jun-23,23,76,122.2,1.3,5.8,29.4
236,부여,Jul-23,25.8,88,880.3,1.2,7,28.6
236,부여,Aug-23,26.9,83,300.6,1,6.1,31.3
236,부여,Sep-23,22.8,84,303,0.9,6.2,26.1
236,부여,Oct-23,14.5,80,16.7,0.8,4.3,17.7
236,부여,Nov-23,7.5,75,58.1,1.3,4.2,9.5
236,부여,Dec-23,2.3,81,122.2,1.1,5.1,4.2
236,부여,Jan-24,0.4,75,43.9,1.1,3.9,2.1
236,부여,Feb-24,3.9,80,135.8,1.1,6,5.7
236,부여,Mar-24,6.7,68,49.8,1.5,4.3,9.6
236,부여,Apr-24,15.1,72,58.7,1.1,5.2,18
236,부여,May-24,17.6,74,134,1.3,4,22.5
236,부여,Jun-24,23,72,91.2,1.2,4.7,28.9
236,부여,Jul-24,26.5,86,568.9,1.1,6.6,28.7
236,부여,Aug-24,28.3,81,40.8,0.6,4.1,32.3
236,부여,Sep-24,25.5,80,162.6,0.6,5.1,29.3
236,부여,Oct-24,15.8,84,84.5,0.6,5.4,18.8
236,부여,Nov-24,9.2,76,46,0.7,4.4,11.8
236,부여,Dec-24,1.1,76,16.1,0.6,4.8,3.2
236,부여,Jan-25,-0.7,76,29.9,0.6,4.3,1.7
236,부여,Feb-25,-0.9,68,11.7,1.1,3.1,2.1
236,부여,Mar-25,7.3,66,55.8,1.1,4.6,9.7
236,부여,Apr-25,12.7,68,78.9,0.9,3.7,16.3
236,부여,May-25,16.8,75,86.8,0.8,5,20.3
236,부여,Jun-25,22.9,77,270.5,0.8,5.8,27.4
236,부여,Jul-25,27.5,78,385.4,0.2,4.7,32.1
236,부여,Aug-25,27.2,83,112.4,0.4,5.2,30.8
236,부여,Sep-25,23,86,347.5,0.4,7.1,25.5
236,부여,Oct-25,16.7,84,189.4,0.4,5.9,18.6
