
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
71553,2002-04-15,,ROBLIN,,,51.1833,-101.3667,540,,,,
71554,2002-04-15,,POINTE-AU-PERE (INRS),,,48.5167,-68.4667,5,,,,
71555,2002-04-15,,STAVELY AAFC,,,50.1833,-113.8833,1364,,,,
71556,2002-04-15,,LAST MOUNTAIN CS,,,51.4167,-105.250,497,,,,
71557,2002-04-15,,SHEARWATER AUTO,,,44.6333,-63.500,53,,,,
71558,2007-01-01,,ST ANTHONY,,,51.3833,-56.100,29,,,,
71560,2002-04-15,,EMERSON AUT,,,49.000,-97.2333,242,,,,
71564,2007-01-01,,MORDEN CDA CS,,,49.1833,-98.0833,298,,,,
71565,2007-01-01,,LEEDALE AGDM,,,52.550,-11.4667,947,,,,
71566,2007-01-01,,TOMAHAWK AGDM,,,53.4333,-11.7167,814,,,,
71567,2007-01-01,,LINDBERGH AGDM,,,53.9333,-11.5667,630,,,,
71568,2007-01-01,,FANNY ISLAND,,,50.450,-12.9833,8,,,,
71569,2007-01-01,,BRATT'S LAKE CLIMATE,,,50.200,-10.700,580,,,,
71570,2007-01-01,,GREAT FALLS CLIMATE,,,50.5167,-95.9667,253,,,,
71572,2007-01-01,,KELSEY DAM CS,,,56.0333,-96.500,183,,,,
71573,2007-01-01,,DELHI CS,,,42.8667,-80.550,232,,,,
71574,2007-01-01,,BATHURST A,,,47.6167,-65.7333,59,,,,
71575,2007-01-01,,CAPE DORSET CLIMATE,,,64.2167,-76.5167,50,,,,
71576,2007-01-01,,POND INLET CLIMATE,,,72.6833,-77.9667,55,,,,
71577,2007-01-01,,GIMLI HARBOUR CS,,,50.6167,-96.9667,217,,,,
71578,2007-01-01,,BEAUPORT,,,46.8333,-71.1833,10,,,,
71579,2007-01-01,,WINNIPEG THE FORKS,,,49.8833,-97.1167,230,,,,
71580,2007-01-01,,TALOYOAK A,,,69.5333,-93.5667,28,,,,
71581,2007-01-01,,ALGONQUIN PARK EAST GATE,,,45.5333,-78.2667,397,,,,
71582,2007-01-01,,DRYDEN 'A' (AUT),,,49.8167,-92.7333,413,,,,
71584,2007-01-01,,WRECKHOUSE,,,47.700,-59.300,32,,,,
71585,2007-01-01,,FORT MCMURRAY CS,,,56.650,-11.2167,369,,,,
71586,2007-01-01,,LA RONGE RCS,,,55.150,-10.2667,379,,,,
71587,2007-01-01,,ST JOHN'S WEST CDA CS,,,47.500,-52.7833,114,,,,
71588,2007-01-01,,ROCKY HARBOUR CS,,,49.5667,-57.8667,68,,,,
71589,2002-04-15,,TERRA NOVA NAT PARK CS,,,48.550,-53.9667,107,,,,
71590,2007-01-01,,EDMUNDSTON,,,47.4167,-68.3167,154,,,,
71592,2007-01-01,,ARCTIC BAY CS,,,72.9833,-85.000,10,,,,
71598,2007-01-01,,BAS CARAQUET,,,47.800,-64.8333,5,,,,
71599,2002-04-15,,KEJIMKUJIK 1,,,44.4333,-65.200,127,,,,
71600,2002-04-15,,SABLE ISLAND,,,43.9333,-60.0167,4,,,,
71603,2002-04-15,,YARMOUTH,,,43.8333,-63.500,51,,,,
71604,2002-04-15,,NORTH MOUNTAIN CS,,,46.8167,-60.6667,439,,,,
71605,2002-04-15,,KENTVILLE,,,45.0667,-64.4833,49,,,,
71607,2002-04-15,,ST.STEPHEN,,,45.2167,-67.250,26,,,,
71609,2002-04-15,,SAINT JOHN,,,45.3333,-65.8833,103,,,,
71610,2002-04-15,,SHERBROOKE,,,45.400,-71.8833,170,,,,
71611,2002-04-15,,LENOXVILLE,,,45.3667,-71.8167,181,,,,
71612,2002-04-15,,MCTAVISH,,,45.500,-73.5833,63,,,,
71614,2002-04-15,,STE CLOTILDE,,,45.1667,-73.6833,52,,,,
71616,2002-04-15,,VILLEROY (STE-FRANCOISE),,,46.4333,-71.9333,102,,,,
71617,2002-04-15,,JONQUIERE,,,48.4167,-71.2167,133,,,,
71618,2002-04-15,,MONT ORFORD,,,45.3167,-72.250,851,,,,
71619,2002-04-15,,NEW CARLISLE 1,,,48.0167,-65.3333,47,,,,
71621,2002-04-15,,TRENTON,,,44.1167,-77.5333,85,,,,
71622,2007-01-01,,LONDON CS,,,43.0333,-81.150,278,,,,
71623,2002-04-15,,LONDON,,,43.0333,-81.150,278,,,,
71624,2002-04-15,,TORONTO PEARSON INT'L. ONT,,,43.6667,-79.6333,173,,,,
71624,2002-04-15,,TORONTO PEARSON INT'L. ONT,,,43.6667,-79.6333,173,,,,
71627,2002-04-15,,MONTREAL/DORVAL INT'L,,,45.4667,-73.750,31,,,,
71628,2002-04-15,,오타와공항,,,45.3167,-75.6667,116,,,,
71628,2002-04-15,,오타와공항,,,45.3167,-75.6667,116,,,,
71629,2002-04-15,,PETERBOROUGH A,,,44.2333,-78.3667,191,,,,
71631,2002-04-15,,MOUNT FOREST,,,43.9833,-80.750,415,,,,
71632,2002-04-15,,BRITT,,,45.800,-80.5333,190,,,,
71633,2002-04-15,,WIARTON,,,44.750,-81.100,222,,,,
71634,2002-04-15,,SARNIA A,,,42.9833,-82.300,181,,,,
71638,2002-04-15,,SECHELT,,,49.450,-123.700,86,,,,
71642,2002-04-15,,CHAPLEAU A,,,47.8167,-83.350,447,,,,
71665,2007-01-01,,NAIN,,,56.550,-61.6833,8,,,,
71667,2007-01-01,,THUNDER BAY CS,,,48.3667,-89.3167,199,,,,
71668,2007-01-01,,FREDERICTON CDA CS,,,45.9167,-66.600,35,,,,
71670,2007-01-01,,KOUCHIBOUGUAC CS,,,46.7667,-65.000,34,,,,
71671,2007-01-01,,KENTVILLE CDA CS,,,45.0667,-64.4833,49,,,,
71672,2007-01-01,,PETERBOROUGH TRENT U,,,44.350,-78.300,216,,,,
71673,2002-04-15,,FERINTOSH AGCM,,,52.7333,-112.850,795,,,,
71674,2002-04-15,,FORESTBURG AGCM,,,52.5333,-112.1167,721,,,,
71675,2002-04-15,,몬트리올,,,45.550,-73.550,51,,,,
71678,2007-01-01,,DARTMOUTH TEST,,,40.000,-50.000,11,,,,
71679,2007-01-01,,OOTSA LAKESKINS LAKE CLIMATE,,,53.7667,-12.9833,861,,,,
71680,2002-04-15,,LOWER CARP LAKE,,,63.600,-113.850,373,,,,
71681,2002-04-15,,FORT SIMPSON,,,61.750,-121.2333,169,,,,
71682,2002-04-15,,LINDBURG LANDING,,,61.1167,-122.850,183,,,,
71683,2002-04-15,,TRAIL VALLEY,,,68.750,-133.500,85,,,,
71684,2007-01-01,,WHISTLER MOUNTAIN HIGH LEVEL,,,50.0667,-12.9333,1628,,,,
71685,2007-01-01,,WHISTLER MOUNTAIN HIGH LEVEL R,,,50.0667,-12.9333,1643,,,,
71686,2007-01-01,,WHISTLER MOUNTAIN LOW LEVEL,,,50.0833,-12.9667,933,,,,
71687,2007-01-01,,BLACKCOMB MOUNTAIN BASE,,,50.1333,-12.950,659,,,,
71688,2007-01-01,,CALLAGHAN VALLEY,,,50.1333,-12.100,869,,,,
71689,2002-04-15,,CYPRESS BOWL NORTH,,,49.400,-123.200,953,,,,
71690,2002-04-15,,TEEPEE CREEK AGCM,,,55.350,-118.400,670,,,,
71692,2002-04-15,,MARTICOT ISLAND,,,47.3167,-54.5667,22,,,,
71693,2002-04-15,,CYPRESS BOWL SOUTH,,,49.3667,-123.1833,960,,,,
71694,2007-01-01,,BEATRICE CLIMATE,,,45.1333,-79.400,297,,,,
71695,2007-01-01,,THE PAS CLIMATE,,,53.9667,-10.100,274,,,,
71696,2007-01-01,,CHURCHILL CLIMATE,,,58.7333,-94.0667,29,,,,
71700,2002-04-15,,FREDERICTON,,,45.8667,-66.5333,17,,,,
71702,2007-01-01,,SUMMERSIDE,,,46.4333,-63.8333,12,,,,
71704,2007-01-01,,SARNIA CHRIS HADFIELD A,,,42.9833,-82.300,181,,,,
71705,2002-04-15,,MONCTON,,,46.1167,-64.6833,71,,,,
71706,2002-04-15,,샤롯테타운,,,46.2833,-63.1333,48,,,,
71707,2002-04-15,,SYDNEY,,,46.1667,-60.050,56,,,,
71709,2002-04-15,,ILES DE LA MADELEINE QUE,,,47.4167,-61.7833,10,,,,
71710,2002-04-15,,ILES DE LA MADELEINE,,,47.4167,-61.7833,8,,,,
71712,2002-04-15,,ST ANICET 1,,,45.2833,-74.2833,47,,,,
71713,2007-01-01,,LA POCATIERE,,,47.350,-70.0167,31,,,,
71714,2002-04-15,,퀘벡,,,46.800,-71.3833,70,,,,
71715,2002-04-15,,RIVIERE DU LOUP,,,47.800,-69.550,148,,,,
71718,2002-04-15,,MONT JOLI,,,48.600,-68.2167,48,,,,
71719,2002-04-15,,MISCOU ISLAND,,,48.0167,-64.500,3,,,,
71720,2002-04-15,,POWELL RIVER,,,49.8333,-124.4833,125,,,,
71721,2002-04-15,,MANIWAKI AIRPORT,,,46.2833,-76.000,,,,,
71723,2002-04-15,,NICOLET CS,,,46.2167,-72.650,10,,,,
71724,2002-04-15,,TROIS RIVIERES,,,46.350,-72.5167,6,,,,
71725,2002-04-15,,VAL D'OR,,,48.0667,-77.7833,337,,,,
71726,2002-04-15,,PARENT,,,47.9167,-74.6167,442,,,,
71727,2002-04-15,,BAGOTVILLE,,,48.3333,-71.000,159,,,,
71728,2002-04-15,,ROBERVAL,,,48.5167,-72.2667,179,,,,
71730,2002-04-15,,SUDBURY,,,46.6167,-80.800,348,,,,
71731,2002-04-15,,NORTH BAY,,,46.350,-79.4333,358,,,,
71732,2002-04-15,,BARRAGE TEMISCAMING,,,46.7167,-79.100,180,,,,
71733,2002-04-15,,고어베이,,,45.8833,-82.5667,193,,,,
71734,2002-04-15,,ROUYN,,,48.250,-79.0333,318,,,,
71736,2002-04-15,,ROQUEMAURE,,,48.6333,-79.450,269,,,,
71737,2002-04-15,,SAINT-MICHEL-DES-SAINTS,,,46.800,-74.0833,390,,,,
71738,2002-04-15,,WAWA,,,47.9667,-84.7833,287,,,,
71739,2002-04-15,,TIMMINS,,,48.5667,-81.3667,295,,,,
71741,2007-01-01,,KAMLOOPS AUT,,,50.700,-12.4333,345,,,,
71742,2007-01-01,,GANDER AIRPORT CS,,,48.9333,-54.5667,151,,,,
71743,2007-01-01,,RIVIERE AUX FEUILLES,,,57.900,-72.9667,171,,,,
71744,2007-01-01,,MIRAMICHI RCS,,,47.000,-65.450,33,,,,
71746,2007-01-01,,SARNIA CLIMATE,,,43.000,-82.300,181,,,,
71747,2002-04-15,,ATIKOKAN,,,48.7667,-91.6333,424,,,,
71748,2007-01-01,,GIMLI CLIMATE,,,50.6333,-97.050,230,,,,
71750,2002-04-15,,PUKASKWA,,,48.5833,-86.300,208,,,,
71751,2007-01-01,,WELCOME ISLAND (AUT),,,48.3667,-89.1167,211,,,,
71752,2007-01-01,,WELLAND-PELHAM,,,42.9667,-79.3333,178,,,,
71753,2007-01-01,,UPPER STEWIACKE RCS,,,45.2167,-63.050,24,,,,
71754,2007-01-01,,NORTH BATTLEFORD RCS,,,52.7667,-10.250,548,,,,
71758,2007-01-01,,SYDNEY RCS,,,46.150,-60.0333,63,,,,
71761,2002-04-15,,HORSEFLY RIVER,,,52.000,-121.000,846,,,,
71765,2007-01-01,,LYTTON RCS,,,50.2167,-12.5667,225,,,,
71766,2002-04-15,,QUALICUM AIRPORT,,,49.3333,-124.3833,58,,,,
71767,2002-04-15,,TOBERMORY RCS,,,45.2333,-81.6333,214,,,,
71768,2002-04-15,,SUMMERLAND CS,,,49.5667,-119.650,454,,,,
71769,2002-04-15,,BALLENAS ISLAND,,,49.350,-124.150,13,,,,
71770,2002-04-15,,CRESTON CAMPBELL SCIENTIFIC,,,49.0833,-116.500,646,,,,
71771,2002-04-15,,CUMSHEWA ISLAND,,,53.0333,-131.600,17,,,,
71772,2002-04-15,,ENTRANCE ISLAND,,,49.2167,-123.800,5,,,,
71773,2002-04-15,,WHITEHORSE AUTO,,,60.7167,-135.0833,707,,,,
71774,2002-04-15,,MALAHAT,,,48.5833,-123.5333,366,,,,
71775,2002-04-15,,PITT MEADOWS CAMPBELL SCIENTIF,,,49.200,-122.6833,5,,,,
71776,2002-04-15,,NELSON,,,49.500,-117.300,535,,,,
71777,2007-01-01,,PEMBERTON AIRPORT,,,50.300,-12.7333,204,,,,
71778,2002-04-15,,RACE ROCKS CAMPBELL SCIENTIFIC,,,48.300,-123.5333,3,,,,
71779,2002-04-15,,SCUDDER POINT,,,52.450,-131.2333,5,,,,
71780,2002-04-15,,SHERINGHAM POINT,,,48.3833,-123.9167,22,,,,
71781,2002-04-15,,SISTERS ISLAND,,,49.4833,-124.4333,6,,,,
71782,2002-04-15,,SPARWOOD,,,49.750,-114.8833,1138,,,,
71783,2002-04-15,,VICTORIA UNIVERSITY CAMPBELL S,,,48.450,-123.300,60,,,,
71784,2002-04-15,,밴쿠버,,,49.3333,-123.1833,178,,,,
71785,2002-04-15,,WHITE ROCK CAMPBELL SCIENTIFIC,,,49.0167,-122.7833,13,,,,
71786,2002-04-15,,YOHO PARK,,,51.450,-116.3333,1615,,,,
71787,2007-01-01,,MECHANIC SETTLEMENT,,,45.6833,-65.150,403,,,,
71788,2002-04-15,,GRASSY LAKE,,,49.8667,-111.7167,783,,,,
71789,2002-04-15,,FORT MACLEOD AGCM,,,49.7833,-113.3667,978,,,,
71791,2002-04-15,,GILT EDGE NORTH AGCM,,,53.0667,-110.6167,647,,,,
71792,2002-04-15,,HALKIRK AGCM,,,52.100,-112.150,843,,,,
71793,2002-04-15,,HEMARUKA AGCM,,,51.7667,-111.200,780,,,,
71794,2002-04-15,,HUGHENDEN AGCM,,,52.5667,-110.7833,703,,,,
71795,2002-04-15,,IRVINE AGCM,,,49.9833,-110.250,795,,,,
71796,2002-04-15,,KESSLER AGCM,,,52.2833,-111.100,720,,,,
71797,2002-04-15,,KITSCOTY AGCM,,,53.350,-110.400,664,,,,
71799,2002-04-15,,빅토리아,,,48.650,-123.4333,20,,,,
71800,2002-04-15,,CAPE RACE,,,46.650,-53.0667,27,,,,
71801,2002-04-15,,센트죤스,,,47.6167,-52.7333,134,,,,
71803,2002-04-15,,갠더공항(뉴펀들랜드),,,48.950,-54.5667,151,,,,
71805,2002-04-15,,센트피에르,,,46.7667,-56.1667,9,,,,
71807,2002-04-15,,ARGENTIA,,,47.300,-54.000,16,,,,
71808,2002-04-15,,BLANC SABLON,,,51.450,-57.1833,30,,,,
71809,2002-04-15,,DEER LAKE,,,49.2167,-57.400,17,,,,
71810,2002-04-15,,PORT MENIER,,,49.8333,-64.300,53,,,,
71812,2007-01-01,,ARVIAT A,,,61.100,-94.0667,10,,,,
71813,2002-04-15,,NATASHQUAN,,,50.1833,-61.8167,7,,,,
71814,2002-04-15,,CHEVERY,,,50.4667,-59.6333,6,,,,
71815,2002-04-15,,STEPHENVILLE,,,48.5333,-58.550,8,,,,
71816,2002-04-15,,GOOSE,,,53.3167,-60.4167,46,,,,
71818,2002-04-15,,CARTWRIGHT,,,53.700,-57.0333,14,,,,
71819,2002-04-15,,ST.ANTHONY,,,51.3667,-55.6333,106,,,,
71820,2002-04-15,,BARRAGE ANGLIERS,,,47.550,-79.2333,266,,,,
71821,2002-04-15,,MATAGAMI,,,49.7667,-77.8167,,,,,
71823,2002-04-15,,LA GRANDE IV,,,53.750,-73.6667,306,,,,
71824,2007-01-01,,CHAPAIS,,,49.8167,-74.9667,381,,,,
71825,2002-04-15,,WABUSH LAKE,,,52.9333,-66.8667,551,,,,
71826,2002-04-15,,PANGNIRTUNG,,,66.150,-65.7167,23,,,,
71827,2002-04-15,,LA GRANDE RIVIERE,,,53.6333,-77.700,195,,,,
71828,2002-04-15,,SCHEFFERVILLE,,,54.800,-66.800,,,,,
71829,2002-04-15,,BAIE COMEAU CS,,,49.2667,-68.150,126,,,,
71831,2002-04-15,,KAPUSKASING,,,49.4167,-82.4667,227,,,,
71832,2002-04-15,,NAGAGAMI,,,49.750,-84.1667,259,,,,
71834,2002-04-15,,GERALDTON,,,49.7833,-86.9333,349,,,,
71835,2002-04-15,,PICKLE LAKE (AUT),,,51.4333,-90.2167,391,,,,
71837,2002-04-15,,ST. MARY RESERVOIR,,,49.350,-113.100,1128,,,,
71839,2002-04-15,,BULLHORN COULEE RESERVOIR,,,49.2833,-113.350,1115,,,,
71840,2007-01-01,,DEERWOOD RCS,,,49.400,-98.3167,341,,,,
71841,2002-04-15,,ARMSTRONG,,,50.300,-89.0333,351,,,,
71842,2002-04-15,,SIOUX LOOKOUT,,,50.1167,-91.900,389,,,,
71844,2002-04-15,,BIG TROUT LAKE READAC,,,53.800,-89.8833,222,,,,
71845,2002-04-15,,PICKLE LAKE,,,51.450,-90.200,389,,,,
71846,2002-04-15,,LANSDOWNE HOUSE,,,52.200,-87.950,251,,,,
71848,2002-04-15,,TRAVERS AGCM,,,50.300,-112.850,955,,,,
71849,2002-04-15,,WINNIPEG 'A' CS,,,49.9167,-97.2333,239,,,,
71850,2002-04-15,,KENORA,,,49.7833,-94.3667,407,,,,
71851,2002-04-15,,PORTAGE SOUTHPORT A,,,49.900,-96.300,270,,,,
71854,2002-04-15,,RED LAKE,,,51.0667,-93.800,375,,,,
71855,2002-04-15,,DAUPHIN,,,51.100,-100.050,305,,,,
71856,2002-04-15,,GIMLI INDUSTRIAL,,,50.6167,-97.0333,,,,,
71857,2002-04-15,,TULLIBY LAKE AGCM,,,53.650,-110.0667,596,,,,
71858,2002-04-15,,GRAND RAPIDS,,,53.1833,-99.2667,223,,,,
71861,2002-04-15,,BROADVIEW,,,50.3833,-102.6833,598,,,,
71862,2002-04-15,,ESTEVAN,,,49.2167,-102.9667,572,,,,
71865,2002-04-15,,WYNYARD,,,51.7667,-104.200,561,,,,
71867,2002-04-15,,THE PAS,,,53.9667,-101.100,271,,,,
71868,2002-04-15,,허드슨베이,,,52.8167,-102.3167,357,,,,
71869,2002-04-15,,PRINCE ALBERT,,,53.2167,-105.6833,428,,,,
71871,2002-04-15,,LLOYDMINISTER,,,53.3167,-110.0667,665,,,,
71872,2002-04-15,,MEDICINE HAT,,,50.0167,-110.7167,717,,,,
71874,2002-04-15,,LETHBRIDGE,,,49.6333,-112.800,929,,,,
71876,2002-04-15,,NORTH BATTLEFORD,,,52.7667,-108.250,548,,,,
71877,2002-04-15,,캘거리,,,51.1167,-114.0167,1077,,,,
71878,2002-04-15,,RED DEER,,,52.1833,-113.900,905,,,,
71880,2002-04-15,,CRANBROOK,,,49.6167,-115.7833,939,,,,
71882,2002-04-15,,REVELSTOKE,,,50.9667,-118.1833,443,,,,
71883,2002-04-15,,BLUE RIVER,,,52.1333,-119.300,679,,,,
71885,2002-04-15,,GLENWOOD,,,49.3333,-113.5167,1074,,,,
71887,2002-04-15,,KAMLOOPS,,,50.700,-120.450,345,,,,
71888,2002-04-15,,JASPER,,,52.8833,-118.0667,1061,,,,
71889,2002-04-15,,PENTICTON,,,49.4667,-119.600,344,,,,
71892,2002-04-15,,밴쿠버,,,49.1833,-123.1667,3,,,,
71893,2002-04-15,,COMOX,,,49.7167,-124.900,24,,,,
71894,2002-04-15,,에스테반포인트,,,49.3833,-126.550,7,,,,
71895,2002-04-15,,WETASKIWIN AGCM,,,52.9667,-113.4333,774,,,,
71896,2002-04-15,,PRINCE GEORGE,,,53.8833,-122.6833,691,,,,
71900,2002-04-15,,HOPEDALE,,,55.450,-60.2167,12,,,,
71902,2002-04-15,,NAIN,,,56.550,-61.6833,6,,,,
71903,2002-04-15,,LANGARA ISLAND CS,,,54.250,-133.050,41,,,,
71904,2002-04-15,,WIMBORNE AGCM,,,51.9333,-113.5833,940,,,,
71905,2002-04-15,,KUUJJUARAPIK,,,55.2833,-77.7667,21,,,,
71906,2002-04-15,,KUUJJUAQ,,,58.100,-68.4167,37,,,,
71907,2002-04-15,,INUKJUAK,,,58.450,-78.1167,3,,,,
71912,2002-04-15,,GILLAM,,,56.350,-94.700,145,,,,
71914,2007-01-01,,SATURNA CAPMON CS,,,48.7667,-12.100,178,,,,
71915,2002-04-15,,CORAL HARBOUR,,,64.200,-83.3667,64,,,,
71916,2002-04-15,,THOMSEN RIVER,,,73.2167,-119.5333,42,,,,
71917,2002-04-15,,유레카,,,79.9833,-85.9333,10,,,,
71918,2002-04-15,,CAM FOUR,,,68.4333,-89.7167,,,,,
71920,2002-04-15,,BACARRO PT,,,43.450,-65.4667,5,,,,
71921,2002-04-15,,WHISTLER MOUNTAIN MID-STATION,,,50.0833,-122.950,1320,,,,
71922,2002-04-15,,LA RONGE,,,55.150,-105.2667,375,,,,
71923,2002-04-15,,ENNADAI LAKE,,,61.1333,-100.900,353,,,,
71924,2002-04-15,,RESOLUTE,,,74.7167,-94.9833,67,,,,
71925,2002-04-15,,CAMBRIDGE BAY,,,69.100,-105.1167,23,,,,
71926,2002-04-15,,BAKER LAKE,,,64.300,-96.0833,18,,,,
71927,2002-04-15,,NORTH COWICHAN,,,48.8167,-123.7167,60,,,,
71928,2002-04-15,,ROCKY MTN HOUSE,,,52.4333,-114.9167,988,,,,
71930,2002-04-15,,WHITECOURT,,,54.150,-115.7833,783,,,,
71931,2002-04-15,,LAC LA BICHE,,,54.7667,-112.0167,565,,,,
71932,2002-04-15,,FORT MCMURRAY,,,56.650,-111.2167,369,,,,
71933,2002-04-15,,FORT CHIPEWYAN,,,58.7667,-111.1167,232,,,,
71934,2002-04-15,,FORT SMITH,,,60.0167,-111.950,203,,,,
71935,2002-04-15,,HAY RIVER,,,60.8333,-115.7833,164,,,,
71936,2002-04-15,,YELLOWKNIFE,,,62.4667,-114.450,205,,,,
71938,2002-04-15,,COPPERMINE,,,67.8167,-115.1333,22,,,,
71940,2002-04-15,,GRANDE PRAIRIE,,,55.1833,-118.8833,666,,,,
71941,2002-04-15,,YELLOWKNIFE CS,,,62.4667,-114.450,210,,,,
71943,2002-04-15,,FORT ST JOHN,,,56.2333,-120.7333,695,,,,
71944,2002-04-15,,MACKENZIE,,,55.300,-123.1333,695,,,,
71945,2002-04-15,,FORT NELSON,,,58.8333,-122.5833,382,,,,
71946,2002-04-15,,FORT SIMPSON,,,61.750,-121.2333,168,,,,
71948,2002-04-15,,CAPE PARRY,,,70.1667,-124.700,17,,,,
71949,2002-04-15,,FARO,,,62.2333,-133.350,717,,,,
71950,2002-04-15,,SMITHERS,,,54.8167,-127.1833,523,,,,
71951,2002-04-15,,TERRACE,,,54.4667,-128.5833,217,,,,
71952,2002-04-15,,BURNS LAKE CAMPBELL SCIENTIFIC,,,54.3833,-125.950,713,,,,
71954,2002-04-15,,FLIN FLON,,,54.6833,-101.6833,304,,,,
71960,2007-01-01,,LIVERPOOL BAY,,,69.600,-13.900,102,,,,
71962,2002-04-15,,FORT FRANCES RCS,,,48.650,-93.4333,342,,,,
71963,2007-01-01,,HANBURY RIVER,,,63.600,-10.1333,317,,,,
71964,2002-04-15,,WHITEHORSE,,,60.7167,-135.0667,703,,,,
71966,2002-04-15,,DAWSON,,,64.050,-139.1333,370,,,,
71967,2002-04-15,,SAINT-GERMAIN-DE-GRANTHAM,,,45.8167,-72.5333,85,,,,
71968,2002-04-15,,SHINGLE POINT,,,68.950,-137.2167,56,,,,
71970,2002-04-15,,MEADOW LAKE,,,54.1333,-108.5167,481,,,,
71971,2002-04-15,2010-12-31,GRISE FIORD CLIMATE,,,76.4167,-82.900,45,,,,
71973,2002-04-15,2010-12-31,CORNER BROOK,,,48.9333,-57.9167,152,,,,
71974,2007-01-01,,AULAVIK NATIONAL PARK,,,74.1333,-11.9833,32,,,,
71976,2002-04-15,2010-12-31,PARC NATIONAL DES PINGUALUIT,,,61.300,-73.6667,503,,,,
71977,2007-01-01,,MARGARET LAKE,,,68.800,-14.8333,543,,,,
71978,2007-01-01,,IVVAVIK NAT. PARK,,,69.150,-14.150,244,,,,
71979,2007-01-01,,HENDRICKSON CREEK,,,53.800,-11.450,1448,,,,
71980,2007-01-01,,RABBIT KETTLE,,,61.950,-12.200,618,,,,
71981,2002-04-15,2010-12-31,AZURE,,,50.500,-114.000,1143,,,,
71982,2002-04-15,2010-12-31,BLACK DIAMOND,,,50.700,-114.150,1156,,,,
71983,2007-01-01,,REA POINT,,,75.3667,-10.7167,15,,,,
71984,2007-01-01,,PAULATUK,,,69.350,-12.0667,6,,,,
71985,2007-01-01,,TUKTOYAKTUK,,,69.4333,-13.0167,5,,,,
71986,2002-04-15,2010-12-31,ATLEE,,,50.800,-111.000,795,,,,
71987,2007-01-01,,NORTH CAPE,,,47.050,-63.9833,8,,,,
71989,2002-04-15,,MOULD BAY CS,,,76.2333,-119.3333,12,,,,
71990,2007-01-01,,MACMILLAN PASS,,,63.2333,-13.0333,1379,,,,
71999,2007-01-01,,LILLOOET,,,50.6833,-12.9333,235,,,,
72201,2002-04-15,,키웨스트,,,24.550,-81.750,2,,,,
72202,2002-04-15,,마이아미,,,25.750,-80.3833,3,,,,
72202,2002-04-15,,마이아미,,,25.750,-80.3833,3,,,,
72203,2002-04-15,,웨스트팜비치,,,26.6833,-80.100,7,,,,
72205,2002-04-15,,올란도,,,28.4333,-81.3167,29,,,,
72206,2002-04-15,,잭슨빌,,,30.4833,-81.700,11,,,,
72207,2002-04-15,,SAVANNAH/MUNICIPAL,,,32.1333,-81.200,15,,,,
72208,2002-04-15,,챨스톤,,,32.8833,-80.0167,14,,,,
72211,2002-04-15,,탬파,,,27.9667,-82.5333,8,,,,
72212,2002-04-15,,CROSS CITY/CROSS CITY A.,,,29.6167,-83.100,13,,,,
72214,2002-04-15,,탈라하시,,,30.3833,-84.350,19,,,,
72217,2002-04-15,,MACON/LEWIS B.WILSON,,,32.700,-83.650,108,,,,
72218,2002-04-15,,AUGUSTA/BUSH FIELD,,,33.3667,-81.9667,44,,,,
72219,2002-04-15,,아틀란타,,,33.650,-84.4167,312,,,,
72219,2002-04-15,,아틀란타,,,33.650,-84.4167,312,,,,
72220,2002-04-15,,APALACHICOLA/MUN.,,,29.7333,-85.0333,6,,,,
72222,2002-04-15,,PENSACOLA,,,30.4833,-87.1833,36,,,,
72223,2002-04-15,,MOBILE/BATES FIELD,,,30.6833,-88.250,66,,,,
72226,2002-04-15,,몽고메리,,,32.300,-86.400,67,,,,
72231,2002-04-15,,뉴올리언즈,,,29.9833,-90.250,1,,,,
72234,2002-04-15,,MERIDIAN/KEY,,,32.3333,-88.750,91,,,,
72235,2002-04-15,,JACKSON/ALLEN C. THOMPSON FIEL,,,32.3167,-90.0667,91,,,,
72240,2002-04-15,,LAKE CHARLES/MUN.,,,30.1167,-93.200,3,,,,
72241,2002-04-15,,PORT ARTHUR/JEFFERSON CO.,,,29.950,-94.0167,5,,,,
72243,2002-04-15,,휴스톤,,,29.9667,-95.350,30,,,,
72243,2002-04-15,,휴스톤,,,29.9667,-95.350,30,,,,
72244,2002-04-15,2010-12-31,HOUSTON,,,29.6333,-95.2667,,,,,
72248,2002-04-15,,SHREVEPORT/REG.,,,32.450,-93.8333,85,,,,
72250,2002-04-15,,BROWNSVILLE/INT.,,,25.9167,-97.4167,7,,,,
72251,2002-04-15,,CORPUS CHRISTI/INT.,,,27.7667,-97.500,14,,,,
72253,2002-04-15,,샌안토니오,,,29.5333,-98.4667,247,,,,
72253,2002-04-15,,샌안토니오,,,29.5333,-98.4667,247,,,,
72254,2002-04-15,,AUSTIN/CTY,,,30.300,-97.700,193,,,,
72255,2002-04-15,,VICTORIA/VICTORIA REGIONAL,,,28.850,-96.9167,32,,,,
72256,2002-04-15,,WACO,,,31.6167,-97.2167,157,,,,
72259,2002-04-15,,달라스,,,32.900,-97.0333,182,,,,
72259,2002-04-15,,달라스,,,32.900,-97.0333,182,,,,
72261,2002-04-15,,DEL RIO/INT.,,,29.3667,-100.9333,314,,,,
